X,0
O,0
X,3
O,0
X,4
O,0
X,0
O,2
X,1
O,5
X,1
O,1
X,3
O,2
X,2
O,1
X,4
O,1
X,1
O,2
X,0
O,2
X,7
O,2
X,2
O,3
X,3
